id,error
3687,987
3688,987
3689,987
3690,987
3691,987
3692,987
3693,987
3694,987
3695,987
3696,987
3697,987
3698,987
3699,987
3700,987
3701,987
3702,987
3703,987
3704,987
3705,987
3706,987
3707,987
3708,987
3709,987
3710,987
3711,987
3712,987
3713,987
3714,987
3715,987
3716,987
3717,987
3718,987
3719,987
3720,987
3721,987
3722,987
3723,987
3724,987
3725,987
3726,987
3727,987
3728,987
3729,987
3730,987
3731,987
3732,987
3733,987
3734,987
3735,987
3736,987
3737,987
3738,987
3739,987
3740,987
3741,987
3742,987
3743,987
3744,987
3745,987
3746,987
3747,987
3748,987
3749,987
3750,987
3751,987
3752,987
3753,987
3754,987
3755,987
3756,987
3757,987
3758,987
3759,987
3760,987
3761,987
3762,987
3763,987
3764,987
3765,987
3766,987
3767,987
3768,987
3769,987
3770,987
3771,987
3772,987
3773,987
3774,987
3775,987
3776,987
3777,987
3778,987
3779,987
3780,987
3781,987
3782,987
3783,987
3784,987
3785,987
3786,987
3787,987
3788,987
3789,987
3790,987
3791,987
3792,987
3793,987
3794,987
3795,987
3796,987
3797,987
3798,987
3799,987
3800,987
3801,987
3802,987
3803,987
3804,987
3805,987
3806,987
3807,987
3808,987
3809,987
3810,987
3811,987
3812,987
3813,987
3814,987
3815,987
3816,987
3817,987
3818,987
3819,987
3820,987
3821,987
3822,987
3823,987
3824,987
3825,987
3826,987
3827,987
3828,987
3829,987
3830,987
3831,987
3832,987
3833,987
3834,987
3835,987
3836,987
3837,987
3838,987
3839,987
3840,987
3841,987
3842,987
3843,987
3844,987
3845,987
3846,987
3847,987
3848,987
3849,987
3850,987
3851,987
3852,987
3853,987
3854,987
3855,987
3856,987
3857,987
3858,987
3859,987
3860,987
3861,987
3862,987
3863,987
3864,987
3865,987
3866,987
3867,987
3868,987
3869,987
3870,987
3871,987
3872,987
3873,987
3874,987
3875,987
3876,987
3877,987
3878,987
3879,987
3880,987
3881,987
3882,987
3883,987
3884,987
3885,987
3886,987
3887,987
3888,987
3889,987
3890,987
3891,987
3892,987
3893,987
3894,987
3895,987
3896,987
3897,987
3898,987
3899,987
3900,987
3901,987
3902,987
3903,987
3904,987
3905,987
3906,987
3907,987
3908,987
3909,987
3910,987
3911,987
3912,987
3913,987
3914,987
3915,987
3916,987
3917,987
3918,987
3919,987
3920,987
3921,987
3922,987
3923,987
3924,987
3925,987
3926,987
6140,987
6141,987
6142,987
6143,987
6144,987
6145,987
6146,987
6147,987
6148,987
6149,987
6150,987
6151,987
6152,987
6153,987
6154,987
6155,987
6156,987
6157,987
6158,987
6159,987
6160,987
6161,987
6162,987
6163,987
6164,987
6165,987
6166,987
6167,987
6168,987
6169,987
6170,987
6171,987
6172,987
6173,987
6174,987
6175,987
6176,987
6177,987
6178,987
6179,987
6180,987
6181,987
6182,987
6183,987
6184,987
6185,987
6186,987
6187,987
6188,987
6189,987
6190,987
6191,987
6192,987
6193,987
6194,987
6195,987
6196,987
6197,987
6198,987
6199,987
6200,987
6201,987
6202,987
6203,987
6204,987
6205,987
6206,987
6207,987
6208,987
6209,987
6210,987
6211,987
6212,987
6213,987
6214,987
6215,987
6216,987
6217,987
6218,987
6219,987
6220,987
6221,987
6222,987
6223,987
6224,987
6225,987
6226,987
6227,987
6228,987
6229,987
6230,987
6231,987
6232,987
6233,987
6234,987
6235,987
6236,987
6237,987
6238,987
6239,987
6240,987
6241,987
6242,987
6243,987
6244,987
6885,987
6886,987
6887,987
6888,987
6889,987
6890,987
6891,987
6892,987
6893,987
6894,987
6895,987
6896,987
6897,987
6898,987
6899,987
6900,987
6901,987
6902,987
6903,987
6904,987
6905,987
6906,987
6907,987
6908,987
6909,987
6910,987
6911,987
6912,987
6913,987
6914,987
6915,987
6916,987
6917,987
6918,987
6919,987
6920,987
6921,987
6922,987
6923,987
6924,987
6925,987
6926,987
6927,987
6928,987
6929,987
6930,987
6931,987
6932,987
6933,987
6934,987
6935,987
6936,987
6937,987
6938,987
6939,987
6940,987
6941,987
6942,987
6943,987
6944,987
6945,987
6946,987
6947,987
6948,987
6949,987
6950,987
6951,987
6952,987
6953,987
6954,987
6955,987
6956,987
6957,987
6958,987
6959,987
6960,987
6961,987
6962,987
6963,987
6964,987
6965,987
6966,987
6967,987
6968,987
6969,987
6970,987
6971,987
6972,987
6973,987
8199,987
8200,987
8201,987
8202,987
8203,987
8204,987
8205,987
8206,987
8207,987
8208,987
8209,987
8210,987
8211,987
8212,987
8213,987
8214,987
8215,987
8216,987
8217,987
8218,987
8219,987
8220,987
8221,987
8222,987
8223,987
8224,987
8225,987
8226,987
8227,987
8228,987
8229,987
8230,987
8231,987
8232,987
8233,987
8234,987
8235,987
8236,987
8237,987
8238,987
8239,987
8240,987
8241,987
8242,987
8243,987
8244,987
8245,987
8246,987
8247,987
8248,987
8249,987
8250,987
8251,987
8252,987
8253,987
8254,987
8255,987
8256,987
8257,987
8258,987
8259,987
8260,987
8261,987
8262,987
8263,987
8264,987
8265,987
8266,987
8267,987
8268,987
8269,987
8270,987
8271,987
8272,987
8273,987
8274,987
8275,987
8276,987
8277,987
8278,987
8279,987
8280,987
8281,987
8282,987
8283,987
8284,987
8285,987
8286,987
8287,987
8288,987
8289,987
8290,987
8291,987
8292,987
8293,987
8294,987
8295,987
8296,987
8297,987
8298,987
8299,987
8300,987
8301,987
8302,987
8303,987
8304,987
8305,987
8306,987
8307,987
8308,987
8309,987
8310,987
8311,987
8312,987
8313,987
8314,987
8315,987
8316,987
8317,987
8318,987
8319,987
8320,987
8321,987
8322,987
8323,987
8324,987
8325,987
8326,987
8327,987
8328,987
8329,987
8330,987
8331,987
8332,987
8333,987
8334,987
8335,987
8336,987
8337,987
8338,987
8339,987
8340,987
8341,987
8342,987
8343,987
8344,987
8345,987
8346,987
8347,987
8348,987
8349,987
8350,987
8351,987
8352,987
8353,987
8354,987
8355,987
8356,987
8357,987
8358,987
8359,987
8360,987
8361,987
8362,987
8363,987
8364,987
8365,987
8366,987
8367,987
8368,987
8369,987
8370,987
8371,987
8372,987
8373,987
8374,987
8375,987
8376,987
8377,987
8378,987
8379,987
8380,987
8381,987
8382,987
8383,987
8384,987
8385,987
8386,987
8387,987
8388,987
8389,987
8390,987
8391,987
8392,987
8393,987
8394,987
8395,987
8396,987
8397,987
8398,987
8399,987
8400,987
8401,987
8402,987
8403,987
8404,987
8405,987
8406,987
8407,987
8408,987
8409,987
8410,987
8411,987
8412,987
8413,987
8414,987
8415,987
8416,987
8417,987
8418,987
8419,987
8420,987
8421,987
8422,987
8423,987
8424,987
8425,987
8426,987
8427,987
8428,987
8429,987
8430,987
8431,987
8432,987
8433,987
8434,987
8435,987
8436,987
8437,987
8438,987
8439,987
8440,987
8441,987
8442,987
8443,987
8444,987
8445,987
8446,987
8447,987
8448,987
8449,987
8450,987
8451,987
8452,987
8453,987
8454,987
8455,987
8456,987
8457,987
8458,987
8459,987
8460,987
8461,987
8462,987
8463,987
8464,987
8465,987
8466,987
8467,987
8468,987
8469,987
8470,987
8471,987
8472,987
8473,987
8474,987
8475,987
8476,987
8477,987
8478,987
8479,987
8480,987
8481,987
8482,987
8483,987
8484,987
8485,987
8486,987
8487,987
8488,987
8489,987
8490,987
8491,987
8492,987
8493,987
8494,987
8495,987
8496,987
8497,987
8498,987
8499,987
8500,987
8501,987
12237,987
12238,987
12239,987
12240,987
12241,987
12242,987
12243,987
12244,987
12245,987
12246,987
12247,987
12248,987
12249,987
12250,987
12251,987
12252,987
12253,987
12254,987
12255,987
12256,987
12257,987
12258,987
12259,987
12260,987
12261,987
12262,987
12263,987
12264,987
12265,987
12266,987
12267,987
12268,987
12269,987
12270,987
12271,987
12272,987
12273,987
12274,987
12275,987
12276,987
12277,987
12278,987
12279,987
12280,987
12281,987
12282,987
12283,987
12284,987
12285,987
12286,987
12287,987
12288,987
12289,987
12290,987
12291,987
12292,987
12293,987
12294,987
12295,987
12296,987
12297,987
12298,987
12299,987
12300,987
12301,987
12302,987
12303,987
12304,987
12305,987
12306,987
12307,987
12308,987
12309,987
12310,987
12311,987
12312,987
12313,987
12314,987
12315,987
12316,987
12317,987
12318,987
12319,987
12320,987
12321,987
12322,987
12323,987
12324,987
12325,987
12326,987
12327,987
12328,987
12329,987
12330,987
12331,987
12332,987
12333,987
12334,987
12335,987
12336,987
12337,987
12338,987
12339,987
12340,987
12341,987
12342,987
12343,987
12344,987
12345,987
12346,987
12347,987
12348,987
12349,987
12350,987
12351,987
12352,987
12353,987
12354,987
12355,987
12356,987
12357,987
12358,987
12359,987
12360,987
12361,987
12362,987
12363,987
12364,987
12365,987
12366,987
12367,987
12368,987
12369,987
12370,987
12371,987
12372,987
12373,987
12374,987
12375,987
12376,987
12377,987
12378,987
12379,987
12380,987
12381,987
12382,987
12383,987
12384,987
12385,987
12386,987
12387,987
12388,987
12389,987
12390,987
12391,987
12392,987
12393,987
12394,987
12395,987
12396,987
12397,987
12398,987
12399,987
12400,987
12401,987
12402,987
12403,987
12404,987
12405,987
12406,987
12407,987
12408,987
12409,987
12410,987
12411,987
12412,987
12413,987
12414,987
12415,987
12416,987
12417,987
12418,987
12419,987
12420,987
12421,987
12422,987
12423,987
12424,987
12425,987
12426,987
12427,987
12428,987
12429,987
12430,987
12431,987
12432,987
12433,987
12434,987
12435,987
12436,987
12437,987
12438,987
12439,987
12440,987
12441,987
12442,987
12443,987
12444,987
12445,987
12446,987
12447,987
12448,987
12449,987
12450,987
12451,987
12452,987
12453,987
12454,987
12455,987
12456,987
12457,987
12458,987
12459,987
12460,987
12461,987
12462,987
12463,987
12464,987
12465,987
12466,987
12467,987
12468,987
12469,987
12470,987
12471,987
12472,987
12473,987
12474,987
12475,987
12476,987
12477,987
12478,987
12479,987
12480,987
12481,987
12482,987
12483,987
12484,987
12485,987
12486,987
12487,987
12488,987
12489,987
12490,987
12491,987
12492,987
12493,987
12494,987
12495,987
12496,987
12497,987
12498,987
12499,987
12500,987
12501,987
12502,987
12503,987
12504,987
12505,987
12506,987
12507,987
12508,987
12509,987
12510,987
12511,987
12512,987
12513,987
12514,987
12515,987
12516,987
12517,987
12518,987
12519,987
12520,987
12521,987
12522,987
12523,987
12524,987
12525,987
12526,987
12527,987
12528,987
12529,987
12530,987
12531,987
12532,987
12533,987
12534,987
12535,987
12536,987
12537,987
12538,987
12539,987
12540,987
12541,987
12542,987
12543,987
12544,987
12545,987
12546,987
12547,987
12548,987
12549,987
12550,987
12551,987
12552,987
12553,987
12554,987
12555,987
12556,987
12557,987
12558,987
12559,987
12560,987
12561,987
12562,987
12563,987
12564,987
12565,987
12566,987
12567,987
12568,987
12569,987
12570,987
12571,987
12572,987
12573,987
12574,987
12575,987
12576,987
12577,987
12578,987
12579,987
12580,987
12581,987
12582,987
12583,987
12584,987
12585,987
12586,987
12587,987
12588,987
12589,987
12590,987
12591,987
12592,987
12593,987
12594,987
12595,987
12596,987
12597,987
12598,987
12599,987
12600,987
12601,987
12602,987
12603,987
12604,987
12605,987
12606,987
12607,987
12608,987
12609,987
12610,987
12611,987
12612,987
12613,987
12614,987
12615,987
12616,987
12617,987
12618,987
12619,987
12620,987
12621,987
12622,987
12623,987
12624,987
12625,987
12626,987
12627,987
12628,987
12629,987
12630,987
12631,987
12632,987
12633,987
12634,987
12635,987
12636,987
12637,987
12638,987
12639,987
12640,987
12641,987
12642,987
12643,987
12644,987
12645,987
12646,987
12647,987
12648,987
12649,987
12650,987
12651,987
12652,987
12653,987
12654,987
12655,987
12656,987
12657,987
12658,987
12659,987
12660,987
12661,987
12662,987
12663,987
12664,987
12665,987
12666,987
12667,987
12668,987
12669,987
12670,987
12671,987
12672,987
12673,987
12674,987
12675,987
12676,987
12677,987
12678,987
12679,987
12680,987
12681,987
12682,987
12683,987
12684,987
12685,987
12686,987
12687,987
12688,987
12689,987
12690,987
12691,987
12692,987
12693,987
12694,987
12695,987
12696,987
12697,987
12698,987
12699,987
12700,987
12701,987
12702,987
12703,987
12704,987
12705,987
12706,987
12707,987
12708,987
12709,987
12710,987
12711,987
12712,987
12713,987
12714,987
12715,987
12716,987
12717,987
12718,987
12719,987
12720,987
12721,987
12722,987
12723,987
12724,987
12725,987
12726,987
12727,987
12728,987
12729,987
12730,987
12731,987
12732,987
12733,987
12734,987
12735,987
12736,987
12737,987
12738,987
12739,987
12740,987
12741,987
12742,987
12743,987
12744,987
12745,987
12746,987
12747,987
12748,987
12749,987
12750,987
12751,987
12752,987
12753,987
12754,987
12755,987
12756,987
12757,987
12758,987
12759,987
12760,987
12761,987
12762,987
12763,987
12764,987
12765,987
12766,987
12767,987
12768,987
12769,987
12770,987
12771,987
12772,987
12773,987
12774,987
12775,987
12776,987
12777,987
12778,987
12779,987
12780,987
12781,987
12782,987
12783,987
12784,987
12785,987
12786,987
12787,987
12788,987
12789,987
12790,987
12791,987
12792,987
12793,987
12794,987
12795,987
12796,987
12797,987
12798,987
12799,987
12800,987
12801,987
12802,987
12803,987
12804,987
12805,987
12806,987
12807,987
12808,987
12809,987
12810,987
12811,987
12812,987
12813,987
12814,987
12815,987
12816,987
12817,987
12818,987
12819,987
12820,987
12821,987
12822,987
12823,987
12824,987
12825,987
12826,987
12827,987
12828,987
12829,987
12830,987
12831,987
12832,987
12833,987
12834,987
12835,987
12836,987
12837,987
12838,987
12839,987
12840,987
12841,987
12842,987
12843,987
12844,987
12845,987
12846,987
12847,987
12848,987
12849,987
12850,987
12851,987
12852,987
12853,987
12854,987
12855,987
12856,987
12857,987
12858,987
12859,987
12860,987
12861,987
12862,987
12863,987
12864,987
12865,987
12866,987
12867,987
12868,987
12869,987
12870,987
12871,987
12872,987
12873,987
12874,987
12875,987
12876,987
12877,987
12878,987
12879,987
12880,987
12881,987
12882,987
12883,987
12884,987
12885,987
12886,987
12887,987
12888,987
12889,987
12890,987
12891,987
12892,987
12893,987
12894,987
12895,987
12896,987
12897,987
12898,987
12899,987
12900,987
12901,987
12902,987
12903,987
12904,987
12905,987
12906,987
12907,987
12908,987
12909,987
12910,987
12911,987
12912,987
12913,987
12914,987
12915,987
12916,987
12917,987
12918,987
12919,987
12920,987
12921,987
12922,987
12923,987
12924,987
12925,987
12926,987
12927,987
12928,987
12929,987
12930,987
12931,987
12932,987
12933,987
12934,987
12935,987
12936,987
12937,987
12938,987
12939,987
12940,987
12941,987
12942,987
12943,987
12944,987
12945,987
12946,987
12947,987
12948,987
12949,987
12950,987
12951,987
12952,987
12953,987
12954,987
12955,987
12956,987
12957,987
12958,987
12959,987
12960,987
12961,987
12962,987
12963,987
12964,987
12965,987
12966,987
12967,987
12968,987
12969,987
12970,987
12971,987
12972,987
12973,987
12974,987
12975,987
12976,987
12977,987
12978,987
12979,987
12980,987
12981,987
12982,987
12983,987
12984,987
12985,987
12986,987
12987,987
12988,987
12989,987
12990,987
12991,987
12992,987
12993,987
12994,987
12995,987
12996,987
12997,987
12998,987
12999,987
13000,987
13001,987
13002,987
13003,987
13004,987
13005,987
13006,987
13007,987
13008,987
13009,987
13010,987
13011,987
13012,987
13013,987
13014,987
13015,987
13016,987
13017,987
13018,987
13019,987
13020,987
13021,987
13022,987
13023,987
13024,987
13025,987
13026,987
13027,987
13028,987
13029,987
13030,987
13031,987
13032,987
13033,987
13034,987
13035,987
13036,987
13037,987
13038,987
13039,987
13040,987
13041,987
13042,987
13043,987
13044,987
13045,987
13046,987
13047,987
13048,987
13049,987
13050,987
13051,987
13052,987
13053,987
13054,987
13055,987
13056,987
13057,987
13058,987
13059,987
13060,987
13061,987
13062,987
13063,987
13064,987
13065,987
13066,987
13067,987
13068,987
13069,987
13070,987
13071,987
13072,987
13073,987
13074,987
13075,987
13076,987
13077,987
13078,987
13079,987
13080,987
13081,987
13082,987
13083,987
13084,987
13085,987
13086,987
13087,987
13088,987
13089,987
13090,987
13091,987
13092,987
13093,987
13094,987
13095,987
13096,987
13097,987
13098,987
13099,987
13100,987
13101,987
13102,987
13103,987
13104,987
13105,987
13106,987
13107,987
13108,987
13109,987
13110,987
13111,987
13112,987
13113,987
13114,987
13115,987
13116,987
13117,987
13118,987
13119,987
16621,987
16622,987
16623,987
16624,987
16625,987
16626,987
16627,987
16628,987
16629,987
16630,987
16631,987
16632,987
16633,987
16634,987
16635,987
16636,987
16637,987
16638,987
16639,987
16640,987
16641,987
16642,987
16643,987
16644,987
16645,987
16646,987
16647,987
16648,987
16649,987
16650,987
16651,987
16652,987
16653,987
16654,987
16655,987
16656,987
16657,987
16658,987
16659,987
16660,987
16661,987
16662,987
16663,987
16664,987
16665,987
16666,987
16667,987
16668,987
16669,987
16670,987
16671,987
16672,987
16673,987
16674,987
16675,987
16676,987
16677,987
16678,987
16679,987
16680,987
16681,987
16682,987
16683,987
16684,987
16685,987
16686,987
16687,987
16688,987
16689,987
16690,987
16691,987
16692,987
16693,987
16694,987
16695,987
16696,987
16697,987
16698,987
16699,987
16700,987
16701,987
16702,987
16703,987
16704,987
16705,987
16706,987
16707,987
16708,987
16709,987
16710,987
16711,987
16712,987
16713,987
16714,987
16715,987
16716,987
16717,987
16718,987
16719,987
16720,987
16721,987
16722,987
16723,987
16724,987
16725,987
17280,987
17281,987
17282,987
17283,987
17284,987
17285,987
17286,987
17287,987
17288,987
17289,987
17290,987
17291,987
17292,987
17293,987
17294,987
17295,987
17296,987
17297,987
17298,987
17299,987
17300,987
17301,987
17302,987
17303,987
17304,987
17305,987
17306,987
17307,987
17308,987
17309,987
17310,987
17311,987
17312,987
17313,987
17314,987
17315,987
17316,987
17317,987
17318,987
17319,987
17320,987
17321,987
17322,987
17323,987
17324,987
17325,987
17326,987
17327,987
17328,987
17329,987
17330,987
17331,987
17332,987
17333,987
17334,987
17335,987
17336,987
17337,987
17338,987
19480,987
19481,987
19482,987
19483,987
19484,987
19485,987
19486,987
19487,987
19488,987
19489,987
19490,987
19491,987
19492,987
19493,987
19494,987
19495,987
19496,987
19497,987
19498,987
19499,987
19500,987
19501,987
19502,987
19503,987
19504,987
19505,987
19506,987
19507,987
19508,987
19509,987
19510,987
19511,987
19512,987
19513,987
19514,987
19515,987
19516,987
19517,987
19518,987
19519,987
19520,987
19521,987
19522,987
19523,987
19524,987
19525,987
19526,987
19527,987
19528,987
19529,987
19530,987
19531,987
19532,987
19533,987
19534,987
19535,987
19536,987
19537,987
19538,987
19539,987
19540,987
19541,987
19542,987
19543,987
19544,987
19545,987
19546,987
19547,987
19548,987
19549,987
19550,987
19551,987
19552,987
19553,987
19554,987
19555,987
19556,987
19557,987
19558,987
19559,987
19560,987
19561,987
19562,987
19563,987
19564,987
19565,987
19566,987
19567,987
19568,987
19569,987
19570,987
19571,987
19572,987
19573,987
19574,987
19575,987
19576,987
19577,987
19578,987
19579,987
19580,987
19581,987
19582,987
19583,987
19584,987
19585,987
19586,987
19587,987
19588,987
19589,987
19590,987
19591,987
19592,987
19593,987
19594,987
19595,987
19596,987
19597,987
19598,987
19599,987
19600,987
19601,987
19602,987
19603,987
19604,987
19605,987
19606,987
19607,987
19608,987
19609,987
19610,987
19611,987
19612,987
19613,987
19614,987
19615,987
19616,987
19617,987
19618,987
19619,987
19620,987
19621,987
19622,987
19623,987
19624,987
19625,987
19626,987
19627,987
19628,987
19629,987
19630,987
19631,987
19632,987
19633,987
19634,987
19635,987
19636,987
19637,987
19638,987
19639,987
19640,987
19641,987
19642,987
19643,987
19644,987
19645,987
19646,987
19647,987
19648,987
19649,987
19650,987
19651,987
19652,987
19653,987
19654,987
19655,987
19656,987
19657,987
19658,987
19659,987
19660,987
19661,987
19662,987
19663,987
19664,987
19665,987
19666,987
19667,987
19668,987
19669,987
19670,987
19671,987
19672,987
19673,987
19674,987
19675,987
19676,987
19677,987
19678,987
19679,987
19680,987
19681,987
19682,987
19683,987
19684,987
19685,987
19686,987
19687,987
19688,987
19689,987
19690,987
19691,987
19692,987
19693,987
19694,987
19695,987
19696,987
19697,987
19698,987
19699,987
19700,987
19701,987
19702,987
19703,987
19704,987
19705,987
19706,987
19707,987
19708,987
19709,987
19710,987
19711,987
19712,987
19713,987
19714,987
19715,987
19716,987
19717,987
19718,987
19719,987
19720,987
19721,987
19722,987
19723,987
19724,987
19725,987
19726,987
19727,987
19728,987
19729,987
19730,987
19731,987
19732,987
19733,987
19734,987
19735,987
19736,987
19737,987
19738,987
19739,987
19740,987
19741,987
19742,987
19743,987
19744,987
19745,987
19746,987
19747,987
19748,987
19749,987
19750,987
19751,987
19752,987
19753,987
19754,987
19755,987
19756,987
19757,987
19758,987
19759,987
19760,987
19761,987
19762,987
19763,987
19764,987
19765,987
19766,987
19767,987
19768,987
19769,987
19770,987
19771,987
19772,987
19773,987
19774,987
19775,987
19776,987
19777,987
19778,987
19779,987
19780,987
19781,987
19782,987
19783,987
19784,987
19785,987
19786,987
19787,987
19788,987
19789,987
19790,987
19791,987
19792,987
19793,987
19794,987
19795,987
19796,987
19797,987
19798,987
19799,987
19800,987
19801,987
19802,987
19803,987
19804,987
19805,987
19806,987
19807,987
19808,987
19809,987
19810,987
19811,987
19812,987
19813,987
19814,987
19815,987
19816,987
19817,987
19818,987
19819,987
19820,987
19821,987
19822,987
19823,987
19824,987
19825,987
19826,987
19827,987
19828,987
19829,987
19830,987
19831,987
19832,987
19833,987
19834,987
19835,987
19836,987
19837,987
19838,987
19839,987
19840,987
19841,987
19842,987
19843,987
19844,987
19845,987
19846,987
19847,987
19848,987
19849,987
19850,987
19851,987
19852,987
19853,987
19854,987
19855,987
19856,987
19857,987
19858,987
19859,987
19860,987
19861,987
19862,987
19863,987
19864,987
19865,987
19866,987
19867,987
19868,987
19869,987
19870,987
19871,987
19872,987
19873,987
19874,987
19875,987
19876,987
19877,987
19878,987
19879,987
19880,987
19881,987
19882,987
19883,987
19884,987
19885,987
19886,987
19887,987
19888,987
19889,987
19890,987
19891,987
19892,987
19893,987
19894,987
19895,987
19896,987
19897,987
19898,987
19899,987
19900,987
19901,987
19902,987
19903,987
19904,987
19905,987
19906,987
19907,987
19908,987
19909,987
19910,987
19911,987
19912,987
19913,987
19914,987
19915,987
19916,987
19917,987
19918,987
19919,987
19920,987
19921,987
19922,987
19923,987
19924,987
19925,987
19926,987
19927,987
19928,987
19929,987
19930,987
19931,987
19932,987
19933,987
19934,987
19935,987
19936,987
19937,987
19938,987
19939,987
19940,987
19941,987
19942,987
19943,987
19944,987
19945,987
19946,987
19947,987
19948,987
19949,987
19950,987
19951,987
19952,987
19953,987
19954,987
19955,987
19956,987
19957,987
19958,987
19959,987
19960,987
19961,987
19962,987
19963,987
19964,987
19965,987
19966,987
19967,987
19968,987
19969,987
19970,987
19971,987
19972,987
19973,987
19974,987
19975,987
19976,987
19977,987
19978,987
19979,987
19980,987
19981,987
19982,987
19983,987
19984,987
19985,987
19986,987
19987,987
19988,987
19989,987
19990,987
19991,987
19992,987
19993,987
19994,987
19995,987
19996,987
19997,987
19998,987
19999,987
20000,987
20001,987
20002,987
20003,987
20004,987
20005,987
20006,987
20007,987
20008,987
20009,987
20010,987
20011,987
20012,987
20013,987
20014,987
